0.98,0.96,0.74,0.4,0.64,0.77,0.05,0.38,0.89,0.74,0.75
0.67,0.16,0.42,0.8,0.86,0.88,0.64,0.49,0.44,0.47,0.04
0.08,0.72,0.41,0.84,0.69,0.05,0.51,0.41,0.48,0.67,0.82
0.38,0.06,0.19,0.99,0.3,0.48,0.41,0.77,0.27,0.53,0.01
0.57,0.68,0.19,0.12,0.81,0.28,0.92,0.2,0.84,0.11,0.84
0.67,0.12,0.63,0.6,0.26,0.5,0.43,0.69,0.77,0.59,0.43
0.61,0.07,0.58,0.11,0.9,0.49,0.23,0.42,0.04,0.89,0.34
0.82,0.98,0.52,0.23,0.39,0.51,0.27,0.53,0.15,0.03,0.44
0.8,0.58,0.39,0.95,0.25,0.8,0.73,0.46,0.76,0.99,0.0
0.42,0.65,0.68,0.1,0.83,0.72,0.05,0.15,0.12,0.58,0.48
0.39,0.29,0.89,0.21,0.1,0.69,0.15,0.97,0.6,0.68,0.54
0.76,0.82,0.99,0.79,0.39,0.53,0.26,0.41,0.92,0.84,0.79
0.22,0.66,0.72,0.53,0.54,0.87,0.46,0.24,0.11,0.38,0.18
0.63,0.55,0.24,0.63,0.77,0.3,0.93,0.67,0.48,0.33,0.76
0.61,0.89,0.5,0.56,0.65,0.74,0.03,0.37,0.75,0.72,0.1
0.61,0.72,0.9,1.0,0.25,0.28,0.12,0.18,0.14,0.14,0.83
0.25,1.0,0.15,0.13,0.17,0.08,0.38,0.62,0.75,0.66,0.22
0.62,0.86,0.33,0.39,0.96,0.25,0.47,0.24,0.84,0.13,0.89
0.15,0.3,0.29,0.89,0.2,0.56,0.33,0.73,0.62,0.5,0.17
0.19,0.67,0.47,0.43,0.28,0.74,0.77,0.44,0.82,0.72,0.8
0.23,0.15,0.66,0.54,0.25,0.03,0.1,0.43,0.53,0.0,0.79
1.0,0.06,0.1,0.29,0.43,0.76,0.98,0.24,0.98,0.12,0.11
0.37,0.51,0.63,0.97,0.98,0.46,0.09,0.65,0.55,0.12,0.05
0.01,0.39,0.84,0.83,0.27,0.81,0.13,0.98,0.85,0.73,0.22
0.39,0.95,0.11,0.21,1.0,0.3,0.02,0.6,0.6,0.35,0.41
0.83,0.35,0.4,0.86,0.89,0.13,0.7,0.42,0.19,0.24,0.23
0.35,0.27,0.18,0.18,0.56,0.63,0.46,0.58,0.32,0.06,0.78
0.21,0.55,0.77,0.38,0.08,0.53,0.19,0.35,0.66,0.12,0.84
0.37,0.98,0.17,0.29,0.39,0.29,0.89,0.26,0.51,0.25,0.72
0.17,0.38,0.74,0.78,0.23,0.95,0.88,0.53,0.5,0.07,0.43
0.27,0.1,0.44,0.69,0.35,0.26,0.42,0.87,0.41,0.5,0.74
0.8,0.63,0.63,0.57,0.24,0.56,0.14,0.93,0.74,0.59,0.18
0.55,0.03,0.06,0.84,0.91,0.03,0.9,0.47,0.29,0.67,0.45
0.36,0.35,0.11,0.6,0.37,0.67,0.45,0.68,0.51,0.58,0.26
0.24,0.79,0.65,0.89,0.86,0.93,0.29,0.54,0.02,0.25,0.64
0.76,0.36,0.9,0.04,0.01,0.7,0.64,0.51,0.69,0.38,0.37
0.72,0.95,0.41,0.87,0.67,0.56,0.27,0.72,0.67,0.3,0.36
0.88,0.55,0.43,0.12,0.38,0.49,0.71,0.25,0.46,0.34,0.85
0.82,0.16,0.76,0.17,0.62,0.5,0.94,0.13,0.16,0.21,0.76
0.52,0.81,0.44,0.34,0.79,0.44,0.75,0.73,0.59,0.27,0.47
0.2,0.35,0.28,0.35,0.73,0.18,0.97,0.61,0.05,0.44,0.09
0.08,0.37,0.16,0.14,0.05,0.04,0.98,0.13,0.43,0.16,0.18
0.94,0.06,0.37,0.29,0.46,0.56,0.19,0.06,0.09,0.58,0.97
0.82,0.48,0.86,0.34,0.48,0.08,0.56,0.58,0.69,0.35,0.62
0.29,0.3,0.33,0.63,0.83,0.3,0.08,0.12,0.68,0.4,0.76
0.0,0.01,0.9,0.47,0.56,0.69,0.74,0.18,0.36,0.04,0.25
0.15,0.3,0.65,0.76,0.09,0.45,0.73,0.65,0.07,0.57,0.23
0.82,0.35,0.35,0.04,0.49,0.27,0.47,0.74,0.67,0.13,0.37
0.82,0.56,0.93,0.44,0.8,0.32,0.44,0.09,0.79,0.62,0.62
0.29,0.77,0.79,0.83,0.45,0.06,0.99,0.36,0.7,0.26,0.93
0.86,0.72,0.64,0.53,0.98,0.65,0.23,0.43,0.72,0.94,0.55
0.61,0.35,0.53,0.9,0.47,0.01,0.06,0.5,0.29,0.52,0.7
0.14,0.56,0.97,0.88,0.74,0.87,0.23,0.57,0.31,0.33,0.36
0.29,1.0,0.15,0.25,0.16,0.8,0.92,0.87,0.06,0.6,0.7
0.76,0.41,0.8,0.74,0.97,0.75,0.53,0.7,0.96,0.72,0.89
0.5,0.67,0.08,0.19,0.86,0.07,0.06,0.05,0.39,0.24,0.66
0.38,0.76,0.6,0.56,0.01,0.87,0.55,0.48,0.68,0.2,0.32
0.6,0.23,0.61,0.96,0.68,0.72,0.7,0.18,0.41,0.4,0.72
0.65,0.59,0.43,0.39,0.79,0.72,0.09,0.46,0.69,0.32,0.36
0.7,0.0,0.74,0.79,0.84,0.12,0.95,0.96,0.87,0.23,0.73
0.77,0.8,0.22,0.87,0.93,0.89,0.04,0.9,0.07,0.35,0.89
1.0,0.13,0.31,0.84,0.71,0.91,0.08,0.07,0.05,0.54,0.16
0.5,0.83,0.46,0.73,0.22,0.61,0.18,0.04,0.13,0.2,0.4
0.27,0.22,0.87,0.01,0.61,0.01,0.58,0.76,0.98,0.46,0.66
0.02,0.66,0.2,0.14,0.47,0.18,0.89,0.66,0.81,0.99,0.24
0.77,0.89,0.13,0.38,0.64,0.46,0.8,0.48,0.35,0.95,0.99
0.46,0.76,0.27,0.17,0.07,0.84,0.89,0.26,0.61,0.54,0.38
0.94,0.7,0.51,0.13,0.73,0.28,0.57,0.64,0.1,0.15,0.4
0.9,0.59,0.77,0.15,0.62,0.06,0.2,0.02,0.08,0.52,0.6
0.42,0.82,0.28,0.09,0.91,0.96,0.75,0.81,0.19,0.11,0.42
0.69,0.5,0.75,0.22,0.83,0.4,0.73,0.98,0.49,0.58,0.42
0.47,0.75,0.55,0.5,0.46,0.85,0.85,0.51,0.51,0.69,0.24
0.56,0.23,0.99,0.87,0.61,0.01,0.02,0.51,0.52,0.06,0.71
0.6,0.27,0.68,0.28,0.35,0.56,0.93,0.82,0.08,0.98,0.23
0.34,0.4,0.9,0.82,0.29,0.75,0.47,0.06,0.17,0.48,0.52
0.44,0.64,0.33,0.41,0.29,0.45,0.54,0.33,0.99,0.98,0.71
0.87,0.51,0.19,0.01,0.44,0.43,0.33,0.26,0.49,0.13,0.06
0.5,0.05,0.11,0.81,0.42,0.84,0.8,0.19,0.29,0.98,0.21
0.41,0.76,0.01,0.5,0.44,0.54,0.56,0.32,0.17,0.01,0.2
0.69,0.8,0.28,0.4,0.05,0.8,0.46,0.65,0.9,0.36,0.21
0.89,0.12,0.31,0.13,0.9,0.87,0.05,0.5,0.19,0.16,0.04
0.14,0.92,0.89,0.29,0.47,0.77,0.35,0.39,0.17,0.15,0.0
0.58,0.15,0.25,0.8,0.89,0.13,0.75,0.22,0.05,0.3,0.5
0.01,0.0,0.06,0.72,0.06,0.97,0.92,0.26,0.27,0.52,0.23
0.12,0.29,0.19,0.15,0.59,0.65,0.69,0.22,0.85,0.49,0.36
0.0,0.51,0.54,0.53,0.13,0.93,0.57,0.27,0.92,0.54,0.95
0.51,0.86,0.05,0.89,0.34,0.04,0.34,0.6,0.74,0.56,0.6
0.42,0.92,0.66,0.43,1.0,0.31,0.43,0.88,0.01,0.02,0.23
0.13,0.62,0.59,0.75,0.65,0.34,0.49,0.57,0.36,0.81,0.33
0.63,0.08,0.84,0.33,0.08,0.7,0.23,0.55,0.76,0.72,0.27
0.52,0.41,0.4,0.84,0.01,0.69,0.8,0.25,0.99,0.19,0.86
0.41,0.46,0.08,0.79,0.61,0.95,0.81,0.2,0.37,0.66,0.34
0.56,0.56,0.37,0.83,0.36,0.79,0.03,0.17,0.82,0.79,0.31
0.42,0.97,0.7,0.34,0.42,0.04,0.01,0.85,0.33,0.96,0.48
0.44,0.24,0.21,0.49,0.47,0.05,0.26,0.91,0.61,0.44,0.86
0.21,0.8,0.9,0.22,0.2,0.83,0.9,0.43,0.61,0.38,0.27
0.92,0.72,0.57,0.98,0.57,0.59,0.54,0.83,0.21,0.62,0.35
0.91,0.46,0.43,0.99,0.17,0.18,0.91,0.14,0.89,0.49,0.88
0.95,0.18,0.15,0.09,0.04,0.13,0.95,0.11,0.86,0.06,0.31
0.43,0.06,0.05,0.47,0.2,0.54,0.99,0.68,0.72,0.41,0.05
0.4,0.44,0.0,0.6,0.72,0.06,0.66,0.59,0.39,0.75,0.74
0.19,0.53,0.29,0.75,0.06,0.41,0.15,0.39,0.49,0.44,0.07
0.06,0.69,1.0,0.12,0.91,0.54,0.11,0.55,0.2,0.06,0.95
0.7,0.37,0.89,0.83,0.94,0.91,0.07,0.42,0.28,0.61,0.49
0.6,0.03,0.84,0.57,0.72,0.17,0.75,0.54,0.01,0.23,0.3
0.52,0.0,0.49,0.19,0.62,0.49,0.34,0.89,0.75,0.32,0.87
0.94,0.34,0.94,1.0,0.32,0.22,0.64,0.37,0.46,0.99,0.94
0.7,0.22,0.76,0.55,0.87,0.25,0.45,0.84,0.23,0.48,0.43
0.1,0.21,0.24,0.42,0.26,0.22,0.96,0.37,0.74,0.1,0.2
0.51,0.69,0.26,0.49,0.39,0.51,0.87,0.88,0.19,0.55,0.54
0.45,0.39,0.56,0.79,0.69,0.88,0.76,0.17,0.12,0.99,0.27
0.47,0.64,0.76,0.98,0.83,0.99,0.13,0.47,0.37,0.06,0.74
0.57,0.39,0.69,0.47,0.69,0.86,0.88,0.15,0.44,0.58,0.39
0.36,0.53,0.89,0.3,0.07,0.42,0.86,0.83,0.3,0.66,0.1
0.02,0.37,0.21,0.37,0.55,0.39,0.56,0.76,0.14,0.57,0.2
0.58,0.35,0.11,0.04,0.67,0.99,0.71,0.38,0.03,0.76,0.06
0.68,0.12,0.36,0.21,0.44,0.7,0.85,0.03,0.96,0.81,0.38
0.64,0.32,0.97,0.28,0.18,0.9,0.1,0.74,0.41,0.26,0.85
0.33,0.96,0.12,0.43,0.81,0.35,0.38,0.12,0.22,0.79,0.77
0.68,0.54,0.87,0.96,0.66,0.34,0.61,0.42,0.36,0.52,0.28
0.76,0.24,0.94,0.84,0.13,0.39,0.62,0.56,0.87,0.28,0.93
0.55,0.26,0.25,0.3,0.46,0.01,0.09,0.11,0.23,1.0,0.9
0.28,0.87,0.78,0.87,0.86,0.29,0.3,0.64,0.18,0.17,0.25
0.17,0.66,0.32,0.53,0.03,0.65,0.95,0.54,0.64,0.5,0.92
0.42,0.26,0.52,0.12,0.09,0.35,0.77,0.1,0.66,0.82,0.53
0.16,0.39,0.58,0.05,0.11,0.25,0.65,0.95,0.59,0.33,0.93
0.8,0.41,0.18,0.3,0.4,0.93,0.12,0.96,0.68,0.3,0.28
0.68,0.64,0.47,0.9,0.49,0.66,0.7,0.08,0.07,0.55,0.98
0.6,0.03,0.26,1.0,0.01,0.41,0.63,0.95,0.3,0.77,0.85
0.59,0.94,0.55,0.96,0.71,0.72,0.28,0.55,0.86,0.73,0.86
0.73,0.37,0.24,0.67,0.57,0.78,0.35,0.98,0.52,0.37,0.03
0.29,0.72,0.05,0.36,0.46,0.78,0.48,0.24,0.6,0.07,0.33
0.78,0.66,0.01,0.39,0.82,0.21,0.93,0.19,0.06,0.09,0.82
0.99,0.44,0.24,0.92,0.75,0.84,0.82,0.83,0.98,0.62,0.72
0.76,0.86,0.26,0.14,0.04,0.38,0.51,0.32,0.98,0.04,0.27
0.09,0.69,0.33,0.87,0.1,0.86,0.57,0.88,0.65,0.88,0.25
0.66,0.89,0.29,0.34,0.04,0.34,0.93,0.9,0.71,0.2,0.43
0.09,0.37,0.13,0.97,0.76,0.66,0.73,0.49,0.5,0.14,0.66
0.45,0.41,0.05,0.71,0.88,0.15,0.45,0.89,0.31,0.56,0.98
0.95,0.68,0.26,0.02,0.85,0.5,0.17,0.76,0.98,0.12,0.0
0.08,0.42,0.32,0.11,0.38,0.23,0.05,0.32,0.97,0.4,0.3
0.1,0.56,0.87,0.15,0.46,0.89,0.06,0.75,0.76,0.23,0.16
0.74,0.01,0.28,0.84,0.27,0.24,0.54,0.23,0.05,0.26,0.76
0.69,0.66,0.34,0.44,0.61,0.65,0.0,0.77,0.93,0.96,0.03
0.68,0.48,0.96,0.46,0.08,0.67,0.8,0.91,0.7,0.22,0.62
0.42,0.75,0.03,0.35,0.63,0.5,0.42,0.78,0.62,0.94,0.15
0.51,0.03,0.21,0.51,0.23,0.57,0.88,0.92,0.75,0.03,0.21
0.71,0.28,0.74,0.38,0.52,0.05,0.54,0.09,0.9,0.14,0.4
0.63,0.0,0.29,0.38,0.74,0.11,0.29,0.17,0.69,0.89,0.74
0.71,0.3,0.52,0.19,0.25,0.53,0.53,0.95,0.01,0.44,0.58
0.68,0.7,0.13,0.83,0.57,0.98,0.12,0.93,0.04,0.76,0.13
0.04,0.77,0.5,0.72,0.83,0.69,0.08,0.55,0.54,0.4,0.65
0.23,0.1,0.49,0.99,0.77,0.72,0.06,0.46,0.66,0.7,0.36
0.37,0.25,0.87,0.81,0.96,0.72,0.08,0.07,0.67,0.67,0.05
0.44,0.94,0.88,0.32,0.03,0.73,0.93,0.86,0.53,0.85,0.76
0.58,0.36,0.64,0.17,0.84,0.37,0.58,0.35,0.81,0.01,0.39
0.03,0.63,0.11,0.86,0.72,0.91,0.8,0.8,0.32,0.2,0.18
0.43,0.17,0.54,0.81,0.79,0.56,0.34,0.75,0.57,0.16,0.79
0.41,0.56,0.19,0.89,0.68,0.96,0.0,0.04,0.09,1.0,0.06
0.58,0.87,0.23,0.03,0.35,0.37,0.12,0.15,0.83,0.68,0.01
0.36,0.48,0.32,0.59,0.86,0.36,0.66,0.74,0.09,0.9,0.73
0.7,0.9,0.2,0.1,0.24,0.01,0.51,0.22,0.94,0.63,0.38
0.48,0.2,0.33,0.83,0.36,0.89,0.37,0.15,0.9,0.3,0.55
0.41,0.42,0.08,0.27,0.53,0.66,0.81,0.35,0.31,0.16,0.61
0.17,0.63,0.74,0.27,0.78,0.67,0.95,0.69,0.09,0.45,0.03
0.77,0.37,0.35,0.83,0.42,0.05,0.6,0.55,0.89,0.29,0.51
0.89,0.85,0.1,0.78,0.06,0.04,0.86,0.8,0.85,0.12,0.08
0.04,0.46,0.8,0.61,0.63,0.19,0.28,0.3,0.19,0.66,0.29
0.95,0.92,0.87,0.29,0.47,0.86,0.01,0.21,0.11,0.16,0.52
0.72,0.52,0.67,0.55,0.53,0.35,0.56,0.69,0.83,0.01,0.88
0.27,0.68,0.87,0.17,0.04,0.65,0.25,0.9,0.11,0.35,0.99
0.84,0.99,0.82,0.01,0.52,0.27,0.89,0.53,0.68,0.62,0.69
0.37,0.08,0.54,0.79,0.89,0.88,0.17,0.84,0.99,0.08,0.58
0.74,0.28,0.82,0.93,0.32,0.04,0.13,0.94,0.59,0.88,0.75
0.81,0.23,0.43,0.07,0.17,0.78,0.35,0.08,0.47,0.36,0.64
0.02,0.08,0.51,0.67,0.68,0.29,0.24,0.68,0.72,0.92,0.63
0.69,0.83,0.65,0.14,0.02,0.22,0.93,0.36,0.85,0.46,0.02
0.26,0.84,0.75,0.05,0.02,0.26,0.87,0.29,0.33,0.1,0.68
0.99,0.82,0.19,0.19,0.01,0.32,0.41,0.07,0.67,0.76,0.32
0.71,0.49,0.03,0.0,0.75,0.27,0.33,0.77,0.07,0.58,0.88
0.61,0.22,0.07,0.2,0.81,0.13,0.97,0.45,0.22,0.04,0.77
0.16,0.4,0.41,0.59,0.15,0.15,0.45,0.33,0.22,0.5,0.24
0.06,0.16,0.25,0.71,0.53,0.7,0.82,0.58,0.85,0.52,0.65
0.33,0.84,0.63,0.88,0.11,0.56,0.4,0.74,0.29,0.99,0.25
0.59,0.47,0.19,0.01,0.66,0.02,0.04,0.85,0.55,0.08,0.18
0.72,0.82,0.49,0.27,0.93,0.4,0.62,0.76,0.2,0.03,0.43
0.17,0.61,0.32,0.83,0.79,0.73,0.19,0.06,0.26,0.75,0.93
0.52,0.67,0.19,0.53,0.39,0.77,0.62,0.3,0.48,0.25,0.82
0.59,0.85,0.37,0.57,0.16,0.31,0.77,0.96,0.48,0.96,0.2
0.39,0.58,0.53,0.82,0.78,0.99,0.64,0.07,0.57,0.7,0.64
0.9,0.21,0.36,0.04,0.76,0.63,0.29,0.6,0.64,0.6,0.6
0.34,0.84,0.1,0.88,0.22,0.69,0.41,0.23,0.76,0.38,0.4
0.07,0.51,0.36,0.06,0.07,0.47,1.0,0.72,0.11,0.74,0.01
0.87,0.36,0.21,0.77,0.31,0.1,0.59,0.63,0.1,0.37,0.01
0.3,0.34,0.97,0.59,0.75,0.03,0.78,0.61,0.5,0.59,0.18
0.56,0.71,0.02,0.15,0.84,0.84,0.94,0.1,0.03,0.93,0.59
0.69,0.1,0.46,0.57,0.67,0.68,0.19,0.57,0.15,0.47,0.18
0.62,0.5,0.9,0.39,0.85,0.43,0.3,0.59,0.89,0.05,0.74
0.75,0.09,0.08,0.46,0.01,0.46,0.94,0.73,0.87,0.31,0.95
0.99,0.19,0.91,0.69,0.02,0.87,0.23,0.13,0.09,0.21,0.7
